Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q3_Dec,0.327100851
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q4_Jan,0.019357213
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q4_Feb,0.060337296
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q4_Mar,0.035505434
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q1_Apr,0.325190627
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q1_May,0.046649773
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q1_Jun,0.011294414
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q2_Jul,0.319339852
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q2_Aug,0.017704035
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q2_Sep,0.014033578
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q3_Oct,0.006500057
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q3_Nov,0.318190845
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q3_Dec,0.081929237
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q4_Jan,0.025197392
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q4_Feb,0.015569016
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,15/16_Q4_Mar,0.015928642
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q1_Apr,0.033265647
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q1_May,0.018883463
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q2_Jun,0.053086529
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q2_Jul,0.008507566
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q2_Aug,0.057350849
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q2_Sep,0.34157382
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q3_Oct,0.00438221
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q3_Nov,0.066122579
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q3_Dec,0.012173731
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q4_Jan,0.034917346
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q4_Feb,0.038156432
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,16/17_Q4_Mar,0.331743842
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q1_Apr,0.018588611
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q1_May,0.0181442
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q1_Jun,0.053920771
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q2_Jul,0.318735491
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q2_Aug,0.035949567
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q2_Sep,0.01703311
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q3_Oct,0.028201109
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q3_Nov,0.010740136
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q3_Dec,0.009235897
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q4_Jan,0.042363831
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q4_Feb,0.056018681
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,17/18_Q4_Mar,0.010507893
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q1_Apr,0.007307427
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q1_May,0.049077576
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q1_Jun,0.00821106
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q2_Jul,0.117019051
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q2_Aug,0.046108435
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q2_Sep,0.010883211
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q3_Oct,0.111260032
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q3_Nov,0.00841071
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q3_Dec,0.123600661
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q4_Jan,0.061162885
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,18/19_Q4_Feb,0.021107214
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q1_Apr,0.107966701
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q1_May,0.103180118
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q1_Jun,0.19581041
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q2_Jul,0.097695807
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q2_Aug,0.099147558
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q2_Sep,0.12064177
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q3_Oct,0.201924939
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q3_Nov,0.08408427
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q3_Dec,0.196239144
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q4_Jan,0.082249605
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q4_Feb,0.144239374
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,14/15_Q4_Mar,0.11157765
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q1_Apr,0.142102689
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q1_May,0.192308962
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q1_Jun,0.138635657
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q2_Jul,0.093386396
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q2_Aug,0.114475691
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q2_Sep,0.098394424
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q3_Oct,0.108532188
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q3_Nov,0.102786599
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q3_Dec,0.103318567
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q4_Jan,0.117867837
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q4_Feb,0.121818444
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,15/16_Q4_Mar,0.100270229
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q1_Apr,0.074190828
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q1_May,0.103068615
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q2_Jun,0.132749005
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q2_Jul,0.102713377
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q2_Aug,0.124595341
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q2_Sep,0.124259329
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q3_Oct,0.116648448
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q3_Nov,0.118924691
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q3_Dec,0.087913131
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q4_Jan,0.193658996
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q4_Feb,0.107533763
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,16/17_Q4_Mar,0.099024491
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q1_Apr,0.203908498
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q1_May,0.101782663
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q1_Jun,0.136948235
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q2_Jul,0.074908746
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q2_Aug,0.120228562
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q2_Sep,0.097572382
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q3_Oct,0.101282071
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q3_Nov,0.195155506
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q3_Dec,0.081082255
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q4_Jan,0.144351943
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q4_Feb,0.126260121
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,17/18_Q4_Mar,0.120184341
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q1_Apr,0.099044825
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q1_May,0.19435124
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q1_Jun,0.118812685
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q2_Jul,0.140020098
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q2_Aug,0.194629007
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q2_Sep,0.10596648
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q3_Oct,0.144077326
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q3_Nov,0.112899136
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q3_Dec,0.124096305
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q4_Jan,0.123737852
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Total marketing spend,ConsumerSandesh Brand 1BroadbandAllTotal marketing spend,Â£m,18/19_Q4_Feb,0.141575773
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q1_Apr,0.003600111
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q1_May,0.009441703
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q1_Jun,0.169304459
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q2_Jul,0.010350199
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q2_Aug,0.00921105
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q2_Sep,0.026194768
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q3_Oct,0.270161438
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q3_Nov,0.008802523
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q3_Dec,0.189342986
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q4_Jan,0.004376945
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q4_Feb,0.258539919
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,14/15_Q4_Mar,0.11355963
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q1_Apr,0.290074615
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q1_May,0.198804192
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q1_Jun,0.277701648
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q2_Jul,0.014588378
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q2_Aug,0.008026306
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q2_Sep,0.007127719
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q3_Oct,0.002030009
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q3_Nov,0.009099121
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q3_Dec,0.005065491
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q4_Jan,0.025180411
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q4_Feb,0.010984348
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,15/16_Q4_Mar,0.217688513
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,16/17_Q1_Apr,0.215892784
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV,ConsumerSandesh Brand 1BroadbandAllTV,Â£m,16/17_Q1_May,0.012345576
